X,Y,Signal Strength,Signal Quality,Network
66.89845834,25.05004684,20.625,Moderate,Telenor
66.83259916,25.07072308,31,Great,Jazz
66.5641236,25.45100607,21.4,Good,Telenor
67.01850892,24.90029754,25.40540541,Good,Telenor
66.99622272,24.90058539,23.6,Good,Telenor
66.86268774,25.0230621,26.5,Good,Telenor
66.99605801,24.90056349,29.5,Great,Telenor
66.99574457,24.90001898,23.42857143,Good,Telenor
66.9972296,24.90085178,22.11111111,Good,Telenor
67.00345608,24.90162745,31,Great,Telenor
66.99734118,24.89918883,27.53333333,Great,Telenor
66.99758958,24.8993516,22.8,Good,Telenor
66.9978383,24.89952466,23.77777778,Good,Telenor
67.00504932,24.90356301,26,Good,Telenor
66.87391979,25.03539171,28.0625,Great,Telenor
67.01351779,24.91101725,13.42857143,Bad,Telenor
66.99451388,24.89210056,30.38461538,Great,Telenor
66.99489294,24.89186033,30.57142857,Great,Telenor
66.99490451,24.89168392,25.36842105,Good,Telenor
66.99492874,24.8912485,31,Great,Telenor
66.99331469,24.89181277,31,Great,Telenor
67.02094079,24.90445641,19.83333333,Moderate,Telenor
66.9939719,24.90571494,26,Good,Telenor
66.99145482,24.90501764,31,Great,Telenor
66.99362591,24.90587619,24,Good,Telenor
66.87441422,25.02394798,24.57142857,Good,Telenor
67.06662141,24.89499376,24,Good,Telenor
67.0581213,24.87529737,10.25,Bad,Telenor
67.0581077,24.8752889,8.375,No Coverage,Telenor
67.05941527,24.87205907,23,Good,Telenor
67.05716465,24.86804947,26.71428571,Good,Telenor
67.04488085,24.88145508,26.5,Good,Telenor
67.03417373,24.86993011,26,Good,Telenor
66.9749951,24.93214382,31,Great,Jazz
66.97251749,24.94243313,20.2,Moderate,Jazz
67.21196867,24.85559579,14.66666667,Bad,Telenor
67.21237676,24.8605485,31,Great,Telenor
66.96216395,24.92418906,25.22222222,Good,Jazz
66.96074863,24.92613326,16.6,Moderate,Jazz
66.96150309,24.92647785,30.30769231,Great,Jazz
66.95983402,24.92576933,15.66666667,Moderate,Jazz
66.96173903,24.9239919,29.14285714,Great,Jazz
67.19665878,24.85811232,24.28571429,Good,Telenor
66.95850761,24.91370144,30.77272727,Great,Jazz
66.9604825,24.91292788,31,Great,Jazz
67.19664008,24.85813341,25.125,Good,Telenor
66.96858182,24.91702365,31,Great,Jazz
66.97222822,24.92088586,26.85714286,Good,Jazz
66.9784113,24.91990712,31,Great,Jazz
67.33334245,24.85984652,27,Great,Telenor
67.33286732,24.86026281,30.375,Great,Telenor
66.96168598,24.90965362,31,Great,Jazz
67.33340095,24.86015631,29.5,Great,Telenor
66.96203411,24.91274876,23.625,Good,Jazz
66.96136327,24.91199817,27.71428571,Great,Jazz
67.332282,24.85613228,31,Great,Telenor
67.33259796,24.85595119,22.83333333,Good,Telenor
66.93227725,24.96517561,16,Moderate,Telenor
66.96963998,24.91758694,27.5,Great,Jazz
66.97541793,24.92059641,23.4,Good,Jazz
66.97838401,24.91989574,31,Great,Jazz
66.97334311,24.91949907,31,Great,Jazz
66.97053284,24.91804751,24.5,Good,Jazz
67.12376671,24.91041728,29.35714286,Great,Telenor
67.12963272,24.90923547,31,Great,Telenor
67.13110936,24.90870192,7.833333333,No Coverage,Telenor
67.1311096,24.90871686,20,Moderate,Telenor
67.13010443,24.91108321,25.09090909,Good,Telenor
67.13039782,24.91039309,20.25,Moderate,Telenor
67.12958355,24.91128639,23.8,Good,Telenor
67.15265977,24.9384126,31,Great,Telenor
67.15223928,24.9383372,27.63636364,Great,Telenor
67.15001326,24.93782993,30.63636364,Great,Telenor
67.14994575,24.9379195,25.76923077,Good,Telenor
67.14954286,24.93785252,31,Great,Telenor
67.1504256,24.93766348,28,Great,Telenor
67.15047452,24.93748443,23.83783784,Good,Telenor
67.14893814,24.937184,29.08695652,Great,Telenor
67.12827454,24.90691163,26.19230769,Good,Telenor
67.12576316,24.90760618,13.75,Bad,Telenor
67.12749721,24.90709609,25.77777778,Good,Telenor
67.12232079,24.90519209,23,Good,Telenor
67.12177876,24.90708934,17.08333333,Moderate,Telenor
67.12178722,24.90706336,18.58333333,Moderate,Telenor
67.12510379,24.90776256,25.34482759,Good,Telenor
67.12952854,24.90665915,11.5,Bad,Telenor
67.12424655,24.90593878,20.9,Moderate,Telenor
67.12340638,24.90593877,20.09090909,Moderate,Telenor
67.12855677,24.90723061,19.78571429,Moderate,Telenor
67.12147279,24.90438164,16.28571429,Moderate,Telenor
67.1318804,24.90685451,23.26666667,Good,Telenor
67.12427306,24.90592657,29.04347826,Great,Telenor
67.12223852,24.90918451,29.66666667,Great,Telenor
67.12132491,24.90773973,16,Moderate,Telenor
67.12342329,24.90950364,11.66666667,Bad,Telenor
67.12341562,24.9095129,16.94444444,Moderate,Telenor
67.12249779,24.90792558,20.23076923,Moderate,Telenor
67.12223751,24.9091922,31,Great,Telenor
67.12248962,24.90791923,18.85714286,Moderate,Telenor
67.14433402,24.92309171,26.6,Good,Telenor
67.1454145,24.92212435,17.25,Moderate,Telenor
67.14432809,24.92308486,20,Moderate,Telenor
67.14542106,24.9221307,23.33333333,Good,Telenor
67.04017024,24.93340123,18.5,Moderate,Telenor
67.1481428,24.86305943,14.375,Bad,Telenor
67.09491901,25.00576358,23.42857143,Good,Telenor
67.0969087,24.99394798,19.15384615,Moderate,Jazz
67.06734898,25.01945935,23,Good,Telenor
67.08432453,24.91944798,26.125,Good,Telenor
67.05434939,24.93774517,31,Great,Jazz
67.08102946,24.9656669,10,Bad,Telenor
67.14941794,24.86387745,14.75,Bad,Telenor
67.06440728,24.94105421,25.30769231,Good,Jazz
67.08028601,24.95486652,27.70588235,Great,Jazz
67.10355693,25.00621048,25.07692308,Good,Telenor
67.09881846,25.00725557,19.6875,Moderate,Telenor
67.0307181,24.90805213,31,Great,Telenor
67.08234382,24.96109161,9.307692308,Bad,Jazz
66.9656417,24.96559363,25.375,Good,Telenor
66.96565555,24.96542579,29,Great,Telenor
66.96569142,24.96517469,24,Good,Telenor
66.96573998,24.96465476,27.66666667,Great,Telenor
66.96578031,24.96442954,27.33333333,Great,Telenor
66.9658057,24.96421374,31,Great,Telenor
66.96583071,24.96400312,22.33333333,Good,Telenor
67.032009,24.97224473,17.5625,Moderate,Telenor
67.032603,24.90098272,26.16666667,Good,Telenor
67.03393867,24.90062689,15.875,Moderate,Telenor
67.02807696,24.92021941,31,Great,Telenor
67.02830481,24.9200309,31,Great,Telenor
67.02182411,24.91704671,28.75,Great,Telenor
67.02841338,24.92636395,24.16129032,Good,Telenor
67.02559044,24.92845101,24.18181818,Good,Telenor
67.02508485,24.92695562,26.06666667,Good,Telenor
67.02509612,24.92698083,27.75,Great,Telenor
67.02332493,24.92682471,23.33333333,Good,Telenor
67.02312618,24.9258089,26.94736842,Good,Telenor
67.0257983,24.92467137,26.25,Good,Telenor
67.02307873,24.92298592,22.25,Good,Telenor
67.02303669,24.92297343,21.6,Good,Telenor
67.02136634,24.9258572,18.86486486,Moderate,Telenor
67.02003996,24.91774697,31,Great,Telenor
67.02179763,24.91720739,26.33333333,Good,Telenor
67.0197112,24.91744843,31,Great,Telenor
67.02260654,24.92580207,8,No Coverage,Telenor
67.0202134,24.92128174,28.71428571,Great,Telenor
67.02098788,24.92585253,27.9375,Great,Telenor
67.02097186,24.9214084,26.83333333,Good,Telenor
67.02045136,24.91956293,31,Great,Telenor
67.01996781,24.91849419,30.5,Great,Telenor
67.02950805,24.90387099,20.5,Moderate,Telenor
67.02615417,24.90422331,24.5,Good,Telenor
67.02653083,24.90560281,23.07692308,Good,Telenor
67.02983581,24.90622717,28.17647059,Great,Telenor
67.03068294,24.90830689,31,Great,Telenor
67.03022669,24.9034614,24.52941176,Good,Telenor
66.95809308,24.95767841,31,Great,Telenor
66.96764507,24.92078043,30.71428571,Great,Telenor
66.96655191,24.92242449,31,Great,Telenor
66.96638516,24.92046952,31,Great,Telenor
66.97044299,24.92224855,29,Great,Telenor
66.96932873,24.92168472,31,Great,Telenor
66.95282175,24.929638,27.85714286,Great,Telenor
66.95179586,24.93013921,26.16666667,Good,Telenor
66.95389895,24.92955885,25.77777778,Good,Telenor
66.95713787,24.93591155,29.25,Great,Jazz
66.9654212,24.93629779,23.75862069,Good,Telenor
66.96509253,24.91942987,20.41666667,Moderate,Telenor
66.96595659,24.92119891,29.8,Great,Telenor
66.95170273,24.92595546,25.63333333,Good,Telenor
66.96850267,24.92129937,30,Great,Telenor
66.97112822,24.92262417,27,Great,Telenor
66.91784152,24.85760028,14.33333333,Bad,Telenor
66.9110825,24.87093495,27.6,Great,Telenor
66.89709317,24.87674937,31,Great,Telenor
66.97745271,24.90954048,22.54545455,Good,Jazz
66.89921561,24.87606634,10.875,Bad,Telenor
66.89420476,24.87737903,30.97727273,Great,Telenor
66.89783497,24.87655247,30.33333333,Great,Telenor
66.95421697,24.94552934,27.83333333,Great,Telenor
66.95611672,24.94305921,31,Great,Jazz
66.8308756,24.88395665,26,Good,Telenor
66.82576316,24.85154921,26.61538462,Good,Telenor
66.82935143,24.88119402,22.375,Good,Telenor
67.00096226,24.87459984,30.75,Great,Telenor
66.99314339,24.85013757,22.2,Good,Telenor
66.99476284,24.87607701,11,Bad,Telenor
67.0010639,24.86640667,18,Moderate,Telenor
67.00067817,24.86568272,24.14285714,Good,Telenor
67.00049682,24.86737015,19.71428571,Moderate,Telenor
66.99835218,24.86808062,16.63157895,Moderate,Telenor
67.0003225,24.86804057,22.95238095,Good,Telenor
67.00095653,24.86304569,21.75,Good,Telenor
67.00969384,24.87340258,24.08333333,Good,Telenor
67.00713978,24.87292956,21.75,Good,Telenor
67.00715747,24.87290769,26,Good,Telenor
67.00538721,24.8713139,31,Great,Telenor
67.00886768,24.87366075,31,Great,Telenor
67.00539402,24.87128746,26.77777778,Good,Telenor
67.00816897,24.87164815,29.85714286,Great,Telenor
67.00276822,24.8729526,31,Great,Telenor
67.00473874,24.87232848,30,Great,Telenor
67.00835353,24.87461759,21.69230769,Good,Telenor
67.00895661,24.87549023,23.33333333,Good,Telenor
67.00921992,24.87519074,18,Moderate,Telenor
67.0067278,24.87642804,22.74193548,Good,Telenor
66.99735393,24.87356671,27.64705882,Great,Telenor
66.99489381,24.86085041,23,Good,Telenor
67.00304254,24.87653168,29.42857143,Great,Telenor
67.00303795,24.87650493,21.875,Good,Telenor
67.00337154,24.87839886,26.57142857,Good,Telenor
67.00472452,24.87701165,12.5,Bad,Telenor
67.00319304,24.87769231,31,Great,Telenor
67.00331581,24.87860577,29.6,Great,Telenor
67.00361851,24.86945718,30,Great,Telenor
67.00437195,24.86772697,23.72,Good,Telenor
67.00567623,24.87019392,31,Great,Telenor
67.00549509,24.86878525,31,Great,Telenor
67.00573387,24.86995771,31,Great,Telenor
67.00545882,24.86599963,23.25,Good,Telenor
67.00543386,24.8659851,25.14285714,Good,Telenor
66.98344458,24.85273031,31,Great,Telenor
66.98117661,24.85235131,30.71428571,Great,Telenor
66.98203473,24.85265893,31,Great,Telenor
66.98198544,24.84982926,31,Great,Telenor
67.01190817,24.91052663,30.71428571,Great,Telenor
67.00265901,24.9046357,26.73333333,Good,Telenor
66.87312956,25.02442468,31,Great,Telenor
67.00449211,24.90574962,23.46153846,Good,Telenor
67.00732864,24.91196402,16.6,Moderate,Telenor
67.0060037,24.91068567,20.2,Moderate,Telenor
66.99497411,24.8903672,28.6875,Great,Telenor
66.99754309,24.90795788,25.83333333,Good,Telenor
66.99633964,24.90618521,25.75,Good,Telenor
67.01816692,24.90565136,22.14285714,Good,Telenor
66.98959752,24.9028552,29,Great,Telenor
66.99218894,24.90468606,26.44444444,Good,Telenor
66.99055788,24.90475905,23.875,Good,Telenor
66.97733573,24.90374724,14.14285714,Bad,Telenor
66.97799004,24.90422356,31,Great,Telenor
66.9793811,24.90537642,29.7,Great,Telenor
67.00180355,24.91611799,21,Good,Telenor
66.99713759,24.90079163,25.75,Good,Telenor
67.01404355,24.91223815,31,Great,Telenor
67.00554014,24.90547678,29.23076923,Great,Telenor
67.00529585,24.91043361,24.75,Good,Telenor
67.00583126,24.91055335,23.27272727,Good,Telenor
67.02083596,24.9033664,22.6,Good,Telenor
67.0152788,24.9014273,22.33333333,Good,Telenor
67.0188713,24.90307744,25.05,Good,Telenor
67.01806659,24.90319776,27.14285714,Great,Telenor
67.01841945,24.90231671,22,Good,Telenor
67.01890111,24.90307376,23.2,Good,Telenor
67.01883959,24.90330157,26.31034483,Good,Telenor
67.01878221,24.89950432,30.52631579,Great,Telenor
66.9957055,24.9115647,21.66666667,Good,Telenor
66.99134194,24.91518778,17.48148148,Moderate,Telenor
66.99630625,24.91165517,19.33333333,Moderate,Telenor
67.15430095,24.81360098,22.30769231,Good,Telenor
67.19113265,25.0564242,31,Great,Jazz
67.00255312,24.91476939,19.33333333,Moderate,Telenor
67.00426356,24.91595935,30.3,Great,Telenor
67.00320281,24.91428402,26,Good,Telenor
66.9980669,24.90313209,25.06666667,Good,Telenor
66.99688268,24.8998218,17.72727273,Moderate,Telenor
67.00408579,24.90307771,31,Great,Telenor
67.00267606,24.90280686,28.49019608,Great,Telenor
67.01310572,24.91139046,31,Great,Telenor
67.01403542,24.91206396,29.07142857,Great,Telenor
67.01060935,24.9095031,31,Great,Telenor
67.00433631,24.90561998,16.53846154,Moderate,Telenor
67.0048371,24.90486326,28.81132075,Great,Telenor
67.00592111,24.91063012,19.7,Moderate,Telenor
67.00590721,24.91061169,25.2,Good,Telenor
66.99456361,24.89365767,25.71428571,Good,Telenor
66.99652713,24.88828514,27.26086957,Great,Telenor
66.9984128,24.90718887,31,Great,Telenor
66.99774906,24.90904862,25.75,Good,Telenor
67.01952234,24.90591373,25.69230769,Good,Telenor
67.01965116,24.90593659,29,Great,Telenor
66.99249313,24.90454804,25.08333333,Good,Telenor
66.98635363,24.90644774,28.71428571,Great,Telenor
66.97723243,24.90367161,31,Great,Telenor
67.01975566,24.89642121,31,Great,Telenor
66.99088642,24.91517788,23.875,Good,Telenor
66.9940396,24.90577773,21.375,Good,Telenor
66.99423349,24.90558817,22.4375,Good,Telenor
66.99795069,24.90011612,14,Bad,Telenor
66.99961721,24.90079566,20.16666667,Moderate,Telenor
67.00342353,24.90177999,28.81818182,Great,Telenor
67.01618232,24.91127456,31,Great,Telenor
67.00632812,24.91120431,23,Good,Telenor
67.00422726,24.91047379,29.81818182,Great,Telenor
67.11647995,24.83070003,26.625,Good,Telenor
67.17898991,24.95151944,30.23076923,Great,Telenor
67.1354765,25.01320139,31,Great,Jazz
67.10458989,24.84709955,31,Great,Telenor
67.08825588,24.98041587,31,Great,Jazz
67.1346102,25.01258909,31,Great,Jazz
67.24100273,24.83883699,31,Great,Jazz
67.08027897,24.95811846,30.7,Great,Telenor
67.10217221,25.01364538,17.33333333,Moderate,Telenor
67.08772973,24.98525476,26.9,Good,Jazz
67.15728864,24.85679198,19.8,Moderate,Telenor
67.087483,24.96380121,20.6,Moderate,Jazz
67.08703019,24.97001681,31,Great,Telenor
67.44284999,24.81292532,21,Good,Jazz
67.44444391,24.81335901,28.5,Great,Jazz
67.09952835,24.84629315,24.3,Good,Telenor
67.08903192,24.98625029,23.25,Good,Jazz
67.05820228,24.92296987,31,Great,Jazz
67.14532851,24.86245633,19,Moderate,Telenor
67.12055249,24.96535315,31,Great,Telenor
67.1226692,24.96479118,29.89473684,Great,Telenor
67.11189792,24.84245838,13.5,Bad,Telenor
67.08407578,24.95602756,31,Great,Telenor
67.10611243,25.00711912,29.63636364,Great,Jazz
67.08029689,24.95471183,28.08333333,Great,Telenor
67.06153453,24.94361506,31,Great,Jazz
67.10976025,25.01137133,18,Moderate,Telenor
67.12918035,24.97631541,22.45454545,Good,Telenor
67.08975911,24.96993135,24.45454545,Good,Jazz
67.22904168,24.85428859,26.22222222,Good,Jazz
67.10182351,25.02071942,22.16666667,Good,Telenor
67.08702203,24.989031,29,Great,Jazz
67.11976606,24.96643714,30.11111111,Great,Telenor
67.05385761,24.93782805,29.4,Great,Telenor
67.06141569,24.93601358,22.72727273,Good,Telenor
67.07301866,24.95113007,31,Great,Telenor
67.0490247,24.94491434,28.63157895,Great,Telenor
67.06605713,24.91397405,28.16666667,Great,Jazz
67.31499892,24.81027392,23.63636364,Good,Jazz
67.11864344,24.83301197,28,Great,Jazz
67.30626973,24.83939818,21.64285714,Good,Jazz
67.12217742,24.91502969,21.58823529,Good,Telenor
67.16040552,24.92730772,31,Great,Telenor
67.13948361,24.907875,30.5,Great,Telenor
67.1389946,24.90605442,29.5,Great,Telenor
67.11722508,24.91001196,27.16666667,Great,Telenor
67.11788269,24.90861741,28.71428571,Great,Telenor
67.11748656,24.90896873,27,Great,Telenor
67.11701985,24.90940105,25,Good,Telenor
67.11602671,24.90763141,31,Great,Telenor
67.11706748,24.90669851,31,Great,Telenor
67.11476313,24.9080799,30.4,Great,Telenor
67.1762501,24.9235403,22,Good,Telenor
67.15966277,24.92933443,19.72727273,Moderate,Telenor
67.15854435,24.92913733,17.2,Moderate,Telenor
67.15827544,24.92983634,24.47058824,Good,Telenor
67.13882064,24.91720134,23.6,Good,Telenor
67.13918595,24.92563994,15.66666667,Moderate,Telenor
67.13921495,24.92563315,19.16666667,Moderate,Telenor
67.12370614,24.9109314,31,Great,Telenor
67.12413367,24.91122798,31,Great,Telenor
67.12368195,24.91091517,31,Great,Telenor
67.12938947,24.91092381,22.5,Good,Telenor
67.1361638,24.90799687,16.5,Moderate,Telenor
67.14000712,24.91690431,28.6,Great,Telenor
67.13797231,24.88330991,31,Great,Telenor
67.35683995,24.87355495,13.16666667,Bad,Telenor
67.36928024,24.87082752,28,Great,Telenor
67.36804868,24.87164772,23.13513514,Good,Telenor
67.42979385,24.84753609,30,Great,Telenor
67.11213817,24.90705455,11.5,Bad,Telenor
67.1149248,24.90557854,20.93333333,Moderate,Telenor
67.1112629,24.90751287,15.61538462,Moderate,Telenor
67.1114668,24.9071525,10,Bad,Telenor
67.11133202,24.90792712,15.25,Moderate,Telenor
67.11125821,24.90751018,13.64285714,Bad,Telenor
67.11343495,24.90634679,13,Bad,Telenor
67.11299311,24.90609624,11.9,Bad,Telenor
67.11298604,24.90610024,15.92307692,Moderate,Telenor
67.1141626,24.90518719,24.47368421,Good,Telenor
67.11415868,24.90518628,27,Great,Telenor
67.14555941,24.92184847,16.45454545,Moderate,Telenor
67.14260223,24.92287188,31,Great,Telenor
67.14260037,24.92286982,30.95454545,Great,Telenor
67.12596316,24.91319806,22.53846154,Good,Telenor
67.12600545,24.91323453,20.94117647,Moderate,Telenor
67.17895108,24.92746102,8,No Coverage,Telenor
67.12031583,24.91140318,21.23076923,Good,Telenor
67.123084,24.91090824,18.88888889,Moderate,Telenor
67.12188868,24.9110554,29.8125,Great,Telenor
67.12188866,24.91105424,20,Moderate,Telenor
67.12028806,24.90992123,23.8,Good,Telenor
67.12029149,24.90992021,16.86666667,Moderate,Telenor
67.12958121,24.9107218,26.72727273,Good,Telenor
67.13649468,24.90821467,17.66666667,Moderate,Telenor
67.1379548,24.90737894,18.3,Moderate,Telenor
67.13649725,24.90821393,21,Good,Telenor
67.13226987,24.90959767,9,Bad,Telenor
67.13463917,24.90898494,29.3,Great,Telenor
67.13156213,24.90991984,11.4,Bad,Telenor
67.1315608,24.9099209,10.66666667,Bad,Telenor
67.13733692,24.9080059,24.5,Good,Telenor
67.13875509,24.92691945,25.5,Good,Telenor
66.98358122,24.86993399,30.75,Great,Telenor
67.00995106,24.86492414,24.41666667,Good,Telenor
66.94827827,24.95768942,30.25,Great,Telenor
66.94872555,24.95968865,31,Great,Telenor
67.0837841,24.89914503,25.76923077,Good,Telenor
67.08117628,24.96068977,29.75,Great,Telenor
67.10176129,24.83998577,27.78571429,Great,Telenor
67.2023471,24.80686137,25.14285714,Good,Telenor
67.27631279,24.83504693,28.83333333,Great,Jazz
67.17785295,24.92583225,30.75,Great,Jazz
67.11432083,25.01620841,31,Great,Jazz
67.09743726,25.0026922,16.4,Moderate,Telenor
67.06958938,24.93289612,22.7,Good,Telenor
67.06218035,24.91103026,15.85714286,Moderate,Telenor
67.06583936,24.91380432,31,Great,Telenor
67.06664887,24.91423867,30.63636364,Great,Telenor
67.08332544,24.95393695,21.75,Good,Telenor
67.0879737,24.98461343,31,Great,Jazz
67.10022156,25.00604212,16.25,Moderate,Telenor
67.23959321,24.92900973,7.333333333,No Coverage,Jazz
67.13323987,24.92039504,30.88888889,Great,Jazz
67.08227845,24.96416845,20,Moderate,Telenor
67.09962349,24.99600647,17.125,Moderate,Telenor
67.10430756,25.0129019,19.76923077,Moderate,Telenor
67.10206737,25.00604198,18,Moderate,Telenor
67.10394694,25.01476855,19.5,Moderate,Telenor
67.08168464,24.95710329,31,Great,Telenor
67.03056605,24.90435583,30.61538462,Great,Telenor
67.0841855,24.95406599,31,Great,Telenor
67.10936545,25.01097087,26.2,Good,Telenor
67.03229869,24.89127507,31,Great,Jazz
67.05749553,24.93459202,24.78571429,Good,Telenor
67.06711583,24.91586979,22.16666667,Good,Telenor
66.95768204,24.91155151,28.66666667,Great,Jazz
66.91231175,24.87605362,20.64285714,Moderate,Telenor
66.91264413,24.87363462,19.33333333,Moderate,Telenor
66.91204964,24.87276297,18.125,Moderate,Telenor
66.9478584,24.86463247,31,Great,Jazz
66.97248212,24.91399835,23.96296296,Good,Telenor
66.9691332,24.91198015,31,Great,Telenor
66.97066672,24.91275981,24.4,Good,Telenor
66.97003998,24.90950074,19.11111111,Moderate,Telenor
66.99711129,24.84994384,23.6,Good,Telenor
66.99965349,24.85038018,30.28571429,Great,Telenor
66.99962759,24.85036626,29.46428571,Great,Telenor
66.99785641,24.84999147,25.92857143,Good,Telenor
66.99318709,24.85634305,24,Good,Telenor
66.99212699,24.858118,20.6,Moderate,Telenor
66.99226542,24.8573924,30.28571429,Great,Telenor
66.95456558,24.97206463,20.85714286,Moderate,Telenor
66.95024133,24.95499673,31,Great,Telenor
66.95119698,24.95578002,19.88888889,Moderate,Telenor
66.9523227,24.9718896,31,Great,Zong
66.95413455,24.97276138,16.40909091,Moderate,Telenor
66.95631977,24.97376538,25.41666667,Good,Telenor
66.94779721,24.9650194,15.5,Moderate,Jazz
66.95904979,24.97423612,25.9,Good,Telenor
66.94955624,24.95698246,31,Great,Telenor
66.95123779,24.95556659,31,Great,Telenor
66.95615051,24.97334965,25.6,Good,Zong
66.97509623,24.90652819,31,Great,Jazz
66.95289075,24.96555738,23.18181818,Good,Telenor
66.95003906,24.97060502,31,Great,Telenor
66.94895809,24.96721635,31,Great,Jazz
66.9296103,24.96343059,19.57142857,Moderate,Telenor
66.96667904,24.91376243,23.66666667,Good,Telenor
66.96752644,24.91187095,27.5,Great,Telenor
66.96464896,24.9128558,31,Great,Telenor
66.96766357,24.9104928,31,Great,Telenor
66.96553053,24.90885709,20,Moderate,Telenor
66.96522027,24.90852435,29.5,Great,Telenor
66.96405293,24.90748664,31,Great,Telenor
66.96685761,24.9133807,30.16666667,Great,Telenor
66.96499909,24.91210042,31,Great,Telenor
66.96330382,24.90683257,22,Good,Telenor
66.95756747,24.90971096,25.66666667,Good,Telenor
66.96006843,24.9075547,24,Good,Telenor
66.95885403,24.90864617,23.71428571,Good,Telenor
66.95801579,24.90933772,22.33333333,Good,Telenor
66.9620738,24.90586354,22.83333333,Good,Telenor
66.95633425,24.91077955,31,Great,Telenor
66.95487722,24.91203624,19.14285714,Moderate,Telenor
66.95489884,24.91201768,31,Great,Telenor
66.96144929,24.90677365,24.5,Good,Telenor
67.00573664,24.85535842,29.875,Great,Telenor
67.00267114,24.85471336,23.63636364,Good,Telenor
67.00547397,24.85566713,31,Great,Telenor
67.00119961,24.87137423,29.83333333,Great,Telenor
67.1045885,24.82386613,26.25,Good,Jazz
66.99532894,24.8639668,31,Great,Telenor
66.99450972,24.8637944,29.5,Great,Telenor
66.99276855,24.86324049,14,Bad,Telenor
66.99495812,24.86391804,31,Great,Telenor
66.99402922,24.86365627,31,Great,Telenor
66.99663944,24.86492572,13.5,Bad,Telenor
66.98607795,24.87096536,22.83333333,Good,Telenor
67.00552308,24.86520076,26.75,Good,Telenor
66.99701871,24.87530037,23,Good,Telenor
66.99671863,24.8738832,18.66666667,Moderate,Telenor
66.99889849,24.87502854,31,Great,Telenor
66.99807433,24.87467506,15.14285714,Moderate,Telenor
66.99804442,24.8746689,31,Great,Telenor
66.99886073,24.87520516,31,Great,Telenor
66.9979323,24.87773003,13.75,Bad,Telenor
66.99486257,24.87454697,19.2,Moderate,Telenor
66.99701457,24.87532761,27.2,Great,Telenor
67.01660644,24.87338916,16.55555556,Moderate,Telenor
67.01323799,24.87209531,21.55555556,Good,Telenor
67.01328455,24.87200716,26.8125,Good,Telenor
67.01312278,24.87090905,19.375,Moderate,Telenor
67.01493653,24.87169748,16,Moderate,Telenor
67.01440026,24.8709442,19,Moderate,Telenor
67.01563235,24.87276269,29.61111111,Great,Telenor
67.0131107,24.87088431,23,Good,Telenor
67.01325747,24.87201824,28.4,Great,Telenor
66.99581088,24.87271511,21.33333333,Good,Telenor
66.99826359,24.87058119,24.60869565,Good,Telenor
66.99968929,24.8727846,29.6,Great,Telenor
66.99979694,24.87280053,27.28571429,Great,Telenor
66.99644513,24.87223861,21.8,Good,Telenor
66.99640987,24.87777804,31,Great,Telenor
66.99835512,24.87991453,25,Good,Telenor
66.99396869,24.87686748,13.5,Bad,Telenor
66.99838484,24.87991463,14,Bad,Telenor
67.00282384,24.85354476,29.47368421,Great,Telenor
66.99881213,24.86766334,16.53846154,Moderate,Telenor
66.99799894,24.86893106,22.37931034,Good,Telenor
66.99616194,24.86999782,31,Great,Telenor
66.99896346,24.86875302,18.5,Moderate,Telenor
66.99289109,24.88346117,28.80769231,Great,Telenor
67.04223615,24.97096089,30.9,Great,Telenor
67.0025605,24.91269386,17,Moderate,Telenor
66.9980455,24.89464711,29.16666667,Great,Telenor
66.98798013,24.90278665,20.125,Moderate,Telenor
66.94234559,24.86703894,31,Great,Telenor
67.03669117,24.96099282,31,Great,Telenor
67.01109841,24.91804609,29.2,Great,Telenor
66.98215255,24.87692958,23.11111111,Good,Telenor
67.03690414,24.9654602,28,Great,Telenor
67.02693258,24.95479759,29.11111111,Great,Telenor
67.00053227,24.9062668,25.2962963,Good,Telenor
67.06873684,24.92859541,21.5,Good,Telenor
67.0540614,24.91727475,28,Great,Telenor
67.06740284,24.92382453,31,Great,Telenor
67.07026119,24.92848724,20.66666667,Moderate,Telenor
67.06722629,24.9228907,26.83333333,Good,Telenor
67.06369838,24.92208158,25.625,Good,Telenor
67.06566922,24.92603156,22.14285714,Good,Telenor
67.0656494,24.92513113,29.33333333,Great,Telenor
67.06640163,24.92574449,26,Good,Telenor
67.06893845,24.92883214,26.92857143,Good,Telenor
67.06789117,24.92801648,19.38461538,Moderate,Telenor
67.06908442,24.92981533,19.625,Moderate,Telenor
67.06635309,24.92759377,17.53846154,Moderate,Telenor
67.06006959,24.9197519,26.92857143,Good,Telenor
67.06041178,24.91936978,28.84615385,Great,Telenor
67.06023492,24.91765568,31,Great,Telenor
67.05894819,24.92283296,31,Great,Telenor
67.07002123,24.92535186,31,Great,Telenor
67.06867969,24.92467243,28.5,Great,Telenor
67.07001912,24.9271885,24.8,Good,Telenor
67.0548282,24.91949576,31,Great,Telenor
67.05577241,24.92040818,12.44444444,Bad,Telenor
67.0544539,24.91910284,31,Great,Telenor
67.06607442,24.92558797,30.3125,Great,Telenor
67.0667011,24.9271936,21.5,Good,Telenor
67.47848467,24.79492168,23.14285714,Good,Jazz
67.33752748,24.82986037,18.5,Moderate,Jazz
67.06338873,25.00920391,18.125,Moderate,Telenor
67.07369077,25.0321489,28.33333333,Great,Telenor
67.07107488,25.01217664,30.85714286,Great,Telenor
67.05746431,24.99345483,28.5,Great,Jazz
